абортивный;-1
абсурдный;-1
авантюрный;-1
аварийный;-1
австрийский;1
авторитарный;-1
авторитетный;1
агрессивный;-1
адекватный;1
адов;-2
адовый;-1
адский;-1
азиатский;-1
академический;-1
аккуратненький;1
аккуратный;1
активный;-1
актуальный;1
амбициозный;1
аморальный;-2
анальный;-1
антикоррупционный;1
антинародный;-1
антитеррористический;1
аппетитный;1
аристократический;1
архаичный;-1
асоциальный;-1
атмосферный;2
атомный;-1
аутентичный;1
бабский;-1
банальный;-1
бандитский;-1
башковитый;1
бдительный;-1
бедненький;-1
бедный;-1
бедственный;-1
безальтернативный;-1
безбедный;1
безбожный;-1
безвестный;-1
безвкусный;-1
безвозмездный;-1
безвольный;-1
безвредный;1
безголовый;-1
безграмотный;-1
безграничный;-1
безгрешный;1
бездарный;-2
бездетный;-1
бездоказательный;-1
бездумный;-1
безликий;-1
безлюдный;-1
безмозглый;-1
безнадежный;-1
безнаказанный;-1
безногий;-1
безнравственный;-1
безопасный;1
безосновательный;-1
безответственный;-1
безразличный;-1
безропотный;-1
безудержный;-1
безукоризненный;1
безумный;-1
безупречный;2
безусловный;1
безучастный;-1
безыдейный;-1
безысходный;-1
белоснежный;-1
бережливый;1
бескомпромиссный;-1
бесконечный;-1
бесконтрольный;-1
бескрайний;-1
бескровный;1
бесноватый;-1
беспардонный;-1
беспартийный;-1
бесперспективный;-1
бесплодный;-2
бесподобный;1
беспокойный;-1
бесполезный;-1
беспомощный;-1
беспочвенный;-1
беспощадный;-1
бесправный;-1
беспредельный;-1
беспрерывный;-1
беспрецедентный;1
беспримерный;-1
беспринципный;-1
беспристрастный;1
беспробудный;-1
бессердечный;-2
бессильный;-1
бесславный;-1
бессмертный;1
бессмысленный;-1
бесстрашный;2
бесстыдный;-1
бестолковый;-1
бесцветный;-1
бесчеловечный;-2
бесчестный;-1
бесчисленный;1
бешеный;-1
благодарственный;1
благодатный;2
благодушный;1
благозвучный;1
благой;1
благополучный;2
благопристойный;1
благоприятный;2
благородный;2
благосклонный;1
благословенный;1
благостный;2
благотворительный;1
благочестивый;1
блаженный;-1
блевотный;-2
бледный;-1
близорукий;-1
блистательный;-1
блокадный;-1
блошиный;-1
блудный;-1
блядский;-2
богатенький;-1
богатый;1
богатырский;1
богомерзкий;-1
богоугодный;1
бодрый;1
боевой;1
божеский;-1
божественный;1
божий;1
бойкий;1
болевой;-1
болезненный;-1
болезный;-1
болтливый;-1
больничный;-1
большевистский;-1
бонусный;1
борзый;-2
братский;1
бредовый;-1
британский;-1
бросовый;-1
брутальный;-1
буйный;-1
буржуазный;-1
буржуйский;-1
былой;-1
быстрорастущий;1
быстрый;1
бюрократический;-1
важный;1
варварский;-2
вдвойне;-1
вдоволь;1
вдумчивый;2
вежливый;2
везучий;1
великий;1
великодержавный;1
великолепно;2
великолепный;-1
величественный;2
венерический;-1
верный;2
веселенький;-1
веселый;2
веский;-1
вечный;2
взаимный;1
взаимовыгодный;1
взахлеб;-1
взбалмошный;-2
вздорный;-1
виртуозный;-1
вирусный;-1
вич;-2
вкусненький;1
вкусный;1
властолюбивый;-1
внезапный;-1
внимательный;1
внутри;1
внушительный;-1
внятный;2
вовремя;1
военно-морской;1
вожделенный;-1
возмутительный;-2
воинственный;-1
воистину;1
волевой;2
волшебный;2
вольный;1
вонючий;-1
вороватый;-2
воровской;-1
восхитительный;-1
вот-вот;1
вперед;-1
впечатлительный;-1
впустую;-1
враждебный;-1
вражий;-1
вразумительный;1
вредный;-1
всегда;1
всемирный;1
всемогущий;-1
всеобщий;1
всеобъемлющий;1
всепроникающий;-1
всерьез;1
всесильный;1
вспыльчивый;-1
всяко;-1
вторичный;-1
второсортный;-1
второстепенный;-1
втридорога;-1
вульгарный;-1
выгодный;1
выигрышный;1
выпуклый;1
высокоинтеллектуальный;2
высококвалифицированный;1
высококлассный;1
высокомерный;-1
высокоморальный;-1
высокообразованный;2
высокопоставленный;2
высокопроизводительный;1
вычурный;1
вышеперечисленный;1
вялотекущий;-1
вялый;-1
гаденький;-2
гадкий;-2
гадливый;-2
галантный;2
гармоничный;1
гениальный;2
германский;1
героический;2
геройский;1
гигантский;1
гипертрофированный;-2
гитлеровский;-2
гладкий;-1
гламурный;-1
глуповатый;-1
глупый;-1
глухой;-1
гнилой;-2
гнойный;-1
гнусный;-2
годный;1
голимый;-1
головной;-1
гомерический;-1
гонимый;-1
горбатый;-1
гордый;-1
горелый;-1
горячительный;-1
гостеприимный;2
грабительский;-2
грамотный;1
грандиозный;2
греховный;-2
грешный;-1
грозненский;-1
громадный;2
громкий;1
громоздкий;-1
гротескный;-1
грубый;-1
грустный;-1
грязноватый;-1
грязный;-1
губительный;-1
гулькин;-1
гуманистический;1
гуманитарный;-1
гуманный;1
давненько;-1
давнишний;-1
далекий;-1
дальний;-1
дальновидный;1
дармовой;-1
движущий;1
двойной;-1
двойственный;-1
дворянский;2
двусмысленный;-1
дебильный;-2
девиантный;-1
довольный;1
девственный;1
дееспособный;-1
действенный;1
декларативный;-1
деликатный;1
деловой;1
дельный;1
демагогический;-1
демократический;1
демократичный;1
демпинговый;-2
депрессивный;-1
депутатский;-1
деревенский;1
державный;-1
дерзкий;-1
дерьмовый;-2
деструктивный;-1
детский;1
дефектный;-1
дефицитный;-1
дешевенький;-1
дешевый;-1
деятельный;1
джентльменский;1
диверсионный;-1
дивный;1
диетический;1
дикарский;-1
дикий;-1
диктаторский;-1
дилетантский;-1
динамический;1
динамичный;1
дипломатический;1
дипломатичный;1
директивный;1
дискомфортный;-1
дискриминационный;-1
доблестный;-1
добренький;-1
добровольный;1
доброжелательный;2
доброкачественный;-1
добросовестный;1
добротный;1
добрый;2
доверчивый;1
довольный;1
догадливый;1
докторский;1
долговой;-1
долгожданный;1
долгоиграющий;1
доморощенный;-1
дороговатый;-1
дорогостоящий;-1
досадный;-1
достоверный;1
достойный;1
достопочтенный;-1
досужий;-1
дотошный;-1
дохлый;-1
доходный;1
доходчивый;-1
драгоценный;1
драматичный;-1
дремучий;-1
дружелюбный;1
дружеский;1
дружественный;1
дружный;-1
дряхлый;-1
дурацкий;-1
дурной;-1
духовный;1
душевный;1
душераздирающий;-1
душеспасительный;1
душистый;1
душный;-1
ебаный;-2
ебучий;-2
еврейский;-1
единственный;1
единый;1
едкий;-1
еле-еле;-1
ельцинский;-1
еретический;-1
жадный;-2
жалкий;-1
жалобный;-1
жалостливый;-1
жаль;-1
жарковато;-1
желанный;1
желательный;1
железный;-1
желчный;-2
женственный;1
жертвенный;-1
жесткий;-1
жестокий;-1
живительный;1
живописный;2
животный;-1
животрепещущий;-1
живучий;1
жидовский;-1
жизнелюбивый;1
жизнерадостный;-1
жизнеспособный;1
жирный;1
жуткий;-1
жутковатый;-1
забавный;1
заботливый;-1
заведомый;-1
заветный;1
завидный;1
завиральный;-1
зависимый;-1
завистливый;-1
заводной;1
загорелый;1
загребущий;-1
задешево;-1
зазорный;-2
заинтересованный;1
закомплексованный;-1
законный;1
законопослушный;1
закоренелый;-1
заманчивый;1
замечательный;1
заморский;-1
замуж;1
занимательный;1
занудный;-1
занятный;1
заоблачный;-1
заплесневелый;-1
заповедный;1
запоздалый;-1
запредельный;-1
запретительный;-1
засраный;-1
застойный;-1
затратный;-1
затруднительный;-1
захудалый;-2
зачетный;1
защитный;1
звериный;-1
зверский;-1
звучный;1
здоровенький;1
здоровый;2
здравомыслящий;1
здравый;1
злачный;-1
злобный;-1
злободневный;-1
зловещий;-1
зловредный;-1
злой;-1
злокачественный;-1
злокозненный;-1
злонамеренный;-1
злопамятный;-1
злополучный;-1
злостный;-1
знаковый;1
знаменательный;2
знатный;-1
золотой;1
золотоносный;-1
зоркий;2
идеальный;1
идейный;1
идиотический;-1
идиотский;-2
избыточный;-1
известный;1
издевательский;-1
излишний;-1
изменчивый;1
изнурительный;-1
изобретательный;1
израильский;1
изрядный;-1
изуверский;-2
изумрудный;-1
именитый;1
иммунный;1
имперский;-1
импортный;-1
импульсивный;-1
индустриальный;1
инициативный;-1
инновационный;1
иностранный;1
интеллектуальный;2
интеллигентный;1
интеллигентский;-1
интенсивный;1
интересный;1
интимный;-1
инфантильный;-1
инфекционный;-1
информативный;1
иранский;-1
ироничный;-1
иррациональный;-1
исключительный;1
искренний;1
искрометный;1
исламистский;-2
исламский;-1
исправительный;-1
истерический;-1
истеричный;-1
истинный;1
истовый;-1
исторический;1
итальянский;1
иудейский;-1
ихний;-1
кандидатский;1
канонический;-1
капиталистический;-1
капитальный;1
капризный;-1
карательный;-1
карликовый;-1
карманный;-1
катастрофический;-1
катастрофичный;-2
категорический;-1
категоричный;-1
каторжный;-1
качественный;1
кислый;-1
классический;1
классный;1
классовый;-1
клевый;-1
клятвенный;-1
коварный;-1
козлиный;-2
колоссальный;1
колючий;-1
комильфо;1
комический;-1
коммерческий;-1
коммунистический;1
компактный;1
компенсационный;1
компетентный;2
комплиментарный;1
компромиссный;1
комсомольский;-1
комфортный;1
конструктивный;1
конфликтный;-1
концептуальный;1
конченый;-2
корректный;1
коррупционный;-1
корявый;-1
косноязычный;-1
кошмарный;-2
кощунственный;-2
крайний;-1
красивый;1
красноречивый;-1
красочный;-1
кремлевский;-1
крепкий;2
кризисный;-1
криминальный;-1
кристальный;1
критический;-1
критичный;-1
кровавый;-1
кровожадный;-1
кромешный;-1
крошечный;1
крутой;1
крысиный;-1
кубинский;1
культовый;1
культурный;1
курьезный;-1
лавинообразный;-1
ладный;1
лазурный;1
лакомый;1
лаконичный;1
ласковый;2
латинский;1
левый;-1
легальный;1
легендарный;1
легитимный;1
легкий;1
легковерный;-1
лежалый;-1
ленивый;-1
летальный;-1
ликвидный;1
липкий;-1
липовый;-1
лихой;-1
лихорадочный;-1
лицензионный;1
лишний;-1
логичный;1
ложный;-1
лояльный;1
лукавый;-2
лучезарный;1
львовский;-1
льстивый;-2
любвеобильный;1
любезный;-1
любимый;2
любительский;-1
любовный;-1
любознательный;1
любопытный;-1
людоедский;-1
лютый;-1
магический;-1
максимальный;1
маловажный;-1
маловат;-1
маловероятный;-1
малозаметный;-1
малозначительный;-1
малоизвестный;-1
малоимущий;-1
малоинтересный;-1
мало-мальски;-1
малообразованный;-1
малопонятный;-1
малочисленный;1
малоэффективный;-1
маниакальный;-2
маразматический;-2
маргинальный;-2
массовый;1
материальный;-1
мафиозный;-1
махонький;1
медленный;-1
мексиканский;-1
мелковатый;-1
мелочный;-2
ментовский;-1
менторский;-1
мерзкий;-1
мерзопакостный;-2
мерзостный;-2
меркантильный;-1
мертворожденный;-1
мертвый;-2
местечковый;-1
местный;1
механический;1
мечтательный;1
мещанский;-2
мизерный;-1
миленький;-1
милосердный;1
милый;2
мимолетный;-1
минусовый;-1
мирный;1
миролюбивый;1
миротворческий;1
митин;-1
мифический;-1
мифологический;-1
младший;1
много;-1
многовато;-1
многолетний;1
многообещающий;1
многострадальный;-1
многофункциональный;1
многочисленный;-1
мобильный;1
могучий;1
могущественный;1
модный;1
монотонный;-1
монументальный;1
моральный;-1
мошеннический;-1
мощный;1
мракобесный;-2
мрачноватый;-1
мрачный;-1
мстительный;-1
мудреный;-1
мудрый;2
мужественный;1
мусорный;-1
мутный;-1
муторный;-1
мучительный;-1
мыльный;-1
мягкий;1
мягкотелый;1
мятежный;1
наблюдательный;1
навальный;-2
навязчивый;-1
наглый;-2
надежный;2
надлежащий;1
надрывный;-2
назойливый;-1
наивный;-1
наизнанку;-1
наказуемый;-1
налево;-1
наповал;-1
напористый;1
напрасный;-1
напряженный;-2
напускной;-1
напыщенный;-1
наравне;1
наркоманский;-1
наркотический;-1
насильственный;-1
наслышан;-1
настойчивый;-1
наступательный;-1
научный;2
нахуй;-2
нахуя;-2
националистический;-1
нацистский;-2
наш;1
неадекватный;-1
неактуальный;-1
небезопасный;-1
небезразличный;1
небезызвестный;-1
небесный;1
неблагодарный;-1
неблагополучный;-2
неблагоприятный;-1
небогатый;-1
небрежный;1
небывалый;1
неважный;-1
неведомый;-1
невежливый;-1
невеликий;-1
неверный;-1
невероятный;-1
невеселый;-1
невзрачный;-1
невиданный;-1
невинный;1
невиновный;2
невнимательный;-1
невнятный;-1
невозможный;-1
невольный;-1
невообразимый;-1
невооруженный;-1
невоспитанный;-2
невостребованный;-1
невредимый;1
невыгодный;-1
невыносимый;-1
невыплаченный;-1
невыполненный;-1
невыполнимый;-1
невысокий;1
негативный;-1
неглубокий;-1
неглупый;1
негодный;-2
неграмотный;-1
негромкий;1
негуманный;-1
недалекий;-1
недальновидный;-1
недвусмысленный;-1
недееспособный;-1
недемократичный;-1
недешевый;-1
недисциплинированный;-1
недобросовестный;-1
недобрый;-1
недовольный;-1
недолговечный;-1
недоношенный;-2
недопустимый;-1
недоразвитый;-2
недорогой;1
недостаточный;-1
недостижимый;-1
недостойный;-1
недосягаемый;-1
недружелюбный;-1
недурной;1
недюжинный;1
нежданный;-1
нежеланный;-1
нежизнеспособный;-1
нежилой;-1
нежный;1
незавершенный;-1
незавидный;-1
независимый;-1
незаконный;-1
незалежный;-1
незаменимый;1
незамутненный;-1
незатейливый;-1
нездоровый;-1
неземной;-1
незрелый;-1
неизбежный;-1
неизгладимый;1
неизлечимый;-1
неизмеримый;-1
